content,publish_time,like_num,forward_num,comment_num
大家千万不要看劫机七小时，等到下周三更完大结局再去看，因为每一集都很好看，等待更新的日子非常的痛苦，要是没看的人一定要等更完了看。  ,2023-07-26 14:31,35,3,16
如果互联网有记忆，上一次大家和读过书的男人吵架，他们也开始大谈蚊阁了，谈建制，谈社会的功能，谈一切宏大的东西，就是不谈女性个体的伤痛  ,2023-05-08 09:37,75,3,1
我好喜欢有攻击性的一切，有攻击性的性格，有攻击性的颜值，温柔对我来说，一点吸引力也没有……喜欢的姐姐都是超级霸道的！  ,2023-04-09 08:46,87,3,5
:我是属于和别人威信聊天，经常已读不回，主要不在和人交流的状态，不知道说什么，挤不出一句话。当我在聊天的状态，我可能又会兴奋地聊很多，但是大部分时候我没啥聊天的状态。可我非常喜欢发微博，要不是那个号粉丝现在有点多，我有点忌惮自己刷屏可能观感不好，不然我一天十条微博不在话下。我呢，又想随便发散自己的思维，随便记录，又害怕不够严谨的表达被人骂，活得有点小心翼翼，如果我不害怕挨骂，那本人的表达欲着实是惊人的。,2023-02-19 17:35,76,3,20
:我非常不感兴趣别人是怎么活的，别人的生活，别人的婚姻细节，别人的任何一切，我完全不感兴趣，但是往往像我这样的人，很容易收获别人的信任，因为大家知道你不感兴趣，就觉得和你倾诉很安全，或者觉得你是个非常包容的人。导致我经常知道别人是怎么活的，别人的生活，别人的婚姻细节等等。我像个隐私接收站。,2023-07-26 16:19,73,3,2
我有时候觉得妈妈之所以爱发疯，是因为她不仅有个疯妈，而且还有一堆喜欢说她不够好，不够完美，不够精致的亲戚。我爸也是个沉默不会肯定别人付出的，我和我弟因为她积累多年的委屈发泄在我们身上导致也不愿意肯定她的付出。她真的好惨，全世界没有一个家里人夸她。  ,2023-01-23 18:24,57,3,5
我想夸夸自己，我最近的食物越来越白人化了，就是很简单，很随便，不再犯湘菜瘾，我自己也不怎么炒菜，家里吃炒菜那一定是老公在做饭。为脱离湖南性而鼓掌！我真棒！  ,2023-05-16 17:50,72,3,8
今天睡前和老公说，崽马上要六岁了，正式步入中年，以后会越来越成为一个老狗，一想到这里，我就好伤心。我无法想象没有银河的生活，30多岁我应该过人生中最好的上坡路，但是狗老了，不在了，这样的生活又有什么意义。想要银河永远在我身边，永远永远，不想要他变老。,2023-03-07 20:05,71,3,10
我不劝生活里的任何女朋友结婚，甚至她们恋爱，我都会很慎重，因为很害怕她们因为弱势而被恶男缠身。除非能有明显的利益，比如婚绿可以拿身份免十年排期，比如可以拿到很多钱，不是晃悠钱袋子听响而是实际进你口袋的。就是你是受益的，这种法律文件才值得签字，不然没必要进入主流社会。  ,2023-01-14 17:18,92,3,0
有时候觉得自己和人相处，输就输在，我比她善良，所以我无法同态复仇。有时候又觉得，我赢就赢在，我比她善良。又有时候觉得，不是输输赢赢，而是拿到大女主剧本的人生可能就是这样曲折复杂（每个人都是自己人生的大女主哈）  ,2023-04-27 18:29,84,3,2
活到现在我对自己每天的要求只剩下一个：洗下脸吧，姐姐！  ,2023-07-11 14:56,46,3,5
我24岁那年睡了一个大二的钢铁男孩。鸡儿钢铁。但是事后在床上和我聊了一个多小时，他马上大三了，要当体育部部长，他手里的干事多么不听话等等。哎呀，忍着头皮听了他的长篇大论，他的学生会烦恼，只为了待会操第二回。现在想想就是，造孽啊！怪我不争气，馋人家身子啊！,2023-03-21 18:44,112,3,12
:后面我就想通了，我不想反复掂量自己的行为，就按照我今天是想打扮还是不想打扮来决定，想打扮我不再指责自己服美役，不够接纳原本的自我。不想打扮，我也不再指责自己的懒惰让别人觉得我对这次见面不上心。我不想再挣扎了，就让我随便摇摆吧，如果这会让我挨骂，我也打算躺平，嗯，我是落后的，软弱的，你们从我身上踏过去吧，我本来就会被时代淘汰的，如果时代在进步的话，这是必然结果。如果我随着年纪增长而不被时代淘汰，那只能说时代在退步，年轻人没有更向前一步。所以我是希望自己被淘汰的。,2023-07-23 10:56,39,3,3
还有一个细节，作为一个儿童，经常听“祖先”“老祖宗”，我也觉得十分绝望，如果那么喜欢听过去的人的话，那我们出生又有何意义？或者就是为了创造自己的历史而不是成为“祖宗”的1995次投生版 ，活着的人被死去的人控制着，寄生着，你们都不恐惧吗？,2023-01-27 18:03,71,3,0
:老公是冬天24小时开暖气，夏天24小时开空调的人，我们家一年到头没有一天家里有自然温度，这个我本来没啥意见，反正只要不心疼电费，没有什么矛盾，但是最近我肠胃不舒服，一直开空调，我就会一直拉稀，所以我睡觉喜欢把温度调成80华氏度（自己去换算，我也不知道是多少摄氏度），醒来的时候发现我老公又调成了70出头，我就又被冷到喜提拉稀。我醒来说了句：能不能把空调关了，冷死我了，肚子特别痛。他说，你的温度，我热得流汗。我说：give me a fucking apology right now我说，当你的伴侣肚子痛，你第一时间就应该表达歉意，表达关心，而不是你的感受。而我接受了歉意和关心，我也会回馈你：每个人体感承受能力不一样，也不是你的错。但是你直接给我甩个理由，我会喷得你狗血淋头,2023-07-23 02:03,101,3,29
"妈妈在群里发了一张精心摆盘的水果，看得出妈妈用了心思在展现食物，亲戚来了句，图一，我立马去夸了一句妈妈，图三。我真的受不了这种，别人用心摆盘，冲上来说不好看的。不喜欢就闭嘴，if you don’t have something nice to say , please shut the fuck up!!!  [组图共3张] 原图",2023-01-23 18:21,147,3,18
以前一想到人国外在研发新技术，创新，提高效率，更好地wlb 。而我在这个名义上的技术岗，学的都是跟领导干杯时自己杯沿的高度在哪里，还要考虑战队，谁给谁不对付，这种事千万不能找b总签字。我就觉得，杀了我吧，如果做一些毫无意义的工作，我如何面对自己的生命？  ,2023-06-14 14:07,117,3,5
遥想当年我24岁的时候，和一个18岁的弟弟，一晚上骑了三次，我第二天早上六点还起床遛狗、洗澡、开车去上班。年轻真好，现在对我来说，这已经是铁人三项了,2023-01-14 07:41,35,3,6
:我最痛恨的一点，就是坏人也包装自己用心良苦，是真的为了某个群体考虑才口不择言，才去狙击个体女性。恶心。因为你们连自己心底的邪恶都不敢面对，拿拯救当成人形面具，胆小鬼，懦夫，可怜虫。承认自己就是个坏逼，我都不至于这么瞧不起你。老中充满了这样的人，父母是，老师是，网络上形形色色的人也是。,2023-01-03 09:58,49,3,1
我很感谢自己28岁了，因为这是我人生中最爱自己的一年，这就是我最好的年纪，我希望可以永远保持下去，因为不爱自己，哪怕每一秒我都无法承受了。尝过甜头再也无法失去这份自我认同之爱。,2023-04-14 17:17,135,3,5
不太能理解帮助性骚扰当事人指责受害者“你为什么当时不说”的人……嗯……这辈子无法理解……好像这人没在中国生活过一样，能说出这句话  ,2023-01-31 07:05,415,3,6
我不是批判这些，我只是说出了真实的现实生活里，是有多少伤痛和碾压。我没有否认这部影片的存在是非常非常鼓舞女性的，它的存在就值得一万次掌声，对所有的女导演，女编剧等所有女性工作人员的，因为她们在一个这样下行的时代make it possible  ,2023-07-23 01:18,55,3,1
:而且我觉得那种嚼别人感情生活舌根的人，都好无语。就真的，挺无聊的。男女之事，两个成年人，不就是那点事，捅破天了也就是床上运动比较频繁，还能有什么和别人不一样的东西呢？看别人谈恋爱比较多，在那里传播，我觉得大哥大姐，找个人日日吧，真的，看你缺日到扭曲了对别人的感情生活私生活，那么感兴趣，一看就是那个视频里面的“你是不是X生活失调啊？”人在年轻的时候多多探索，通过他人反射自我得以更了解自我，多么正常。,2023-02-20 14:20,53,3,1
:我们鼓励每一个当下就维护自己，保护自己感受的人，我觉得很勇敢，很棒。但是我同样会鼓励事后维护自己的人，因为你肯定忍受了很多，内心也挣扎过，反复权衡过，值不值得花这么大的精力，要不要算了，忍了就过去了，而且把自己的隐私暴露出来，不仅是暴露别人的聊天记录，这里面也是你自己的隐私，供别人观看。你会害怕看客通过聊天记录看到你自己是否在这段关系里存在问题，存在可以挑刺的东西，作为受害者，已经无力承受这些多出来的批评。事后说比当下说更难，但仍然选择勇敢。我不管别人怎么选择，我个人，代入自己，永远会选择和她们一边。因为我永远选择勇敢，当下的，事后的，我都要。,2023-01-31 07:33,61,3,2
有天晚上我们聊到什么时候去死呢？我说：等我猫死的那天我就去死。所有人：同意。  ,2023-07-01 09:34,75,3,2
:换了新宿舍，还有一个室友，比我小3岁，低了几届，特别爱追权志龙。我正在准备考研，每天很早就离开宿舍，晚上十一点才会回来。结果晚上11点到凌晨1点，她都会外放权志龙那个组合的歌。每天晚上，听得我心烦意燥，因为每天刷完高数回来，真的只想静静，听不得任何音乐。我让她戴耳机听，她说，这么好听的音乐，为什么要戴耳机，我说，因为我觉得不好听，她说，你为什么要侮辱我喜欢的组合我说，因为我有不喜欢听的权利她说，那我就有喜欢的权利，我想让全世界都听到他们的歌。我就不想再接话了，打开威信和朋友开始吐槽她是个神经病。全宿舍都和她提要求，能不能戴耳机，发生的对话和我的也差不多，就是觉得这又不是一个人的宿舍，为什么你们不爱听我就不能放？她的逻辑里面就是，让她戴耳机就是侵犯她作为室友的权利，因为她也是宿舍的一份子，可以随心放自己喜欢的音乐。任何人都说不通。最后有一天她没放音乐，她坐在那里哭，我们问她发生了什么事。她说，她妈妈死了，她成孤儿了。（单亲妈妈家庭）我又立马打开手机给她定了回家的机票，让她把🆔号码给我，我也不打算要回这个钱因为我觉得她实在是太可怜了。她处理完丧礼回来上学。继续每天凌晨教育外放2小时的音乐。而我觉得好心喂了狗，不想再和她对话，要求她把机票钱还给我就搬了出去。她明知道我在考研，她就是无法换位思考。那就谁也别欠谁的善意吧。,2023-04-26 09:26,189,3,15
分享图片  原图 ,2023-01-04 14:30,58,3,0
快要28岁了，有时候会在想，妈妈你28岁的时候在想些什么？,2023-04-18 20:36,61,3,12
:这段时间一直在思考，我想慢慢离开互联网。以往每一次都是因为受到了攻击和伤害，我想离开污染源，或者是慢慢切断和东亚的联系。而现在已经很少有什么东西可以攻击到我，而且我也不想参与到任何会打扰到我生活平静的话题里去了，我也没有什么不可说的话想说，因为生活里我可以自由讨论一切也不担心被攻击，所以网上不再变成我的发泄口。我又进入了另外一个状态，好像遁入一个新门，新的世界。我想关上外界窥探我的世界的窗户，我想隐形。,2023-06-07 15:04,151,3,13
每天晚上都会吃一盆莓，这辈子吃水果上瘾  原图 ,2023-02-22 20:20,64,2,5
:我空窗期有特别厚腻的时刻，就真的饥不择食。长相完全不是我的菜，结果心智一软弱，就睡了。睡了第一次，我在内心保证：不会再睡第二次，长得不好看，背上皮肤不光滑。细数了对方108个缺点，你猜后续怎么着。我回床了无数次，甚至最后还谈起了一段短暂的恋爱。哎，别提了，女异性恋这辈子就是这么傻杯。好像被诅咒，你越看不上他，你越容易被他草膏嘲。当然他真的好会啊，又长又大，是打开p才能看到的白男鸡款。结果长在了黄男身上。后面分手，我还找借口说东西落他家，下班后去拿，然后进他家门又把他给睡了。又打了好多次分手p，最后他恋爱了，这才停止。他恋爱了以后，我还伤心了好久。也不知道伤心什么，明明第一次完全看不上的人。,2023-03-21 18:58,257,2,19
今天遛狗碰到了几对中国夫妻在群溜娃，娃还不会说话，也站不太稳。我看了一眼这群父母的精神状态，感觉是那种长期睡眠不住，被小孩折腾的疲惫感。带小人太费爹妈，看了他们的状态以后比任何避孕广告都有效。  ,2023-03-30 17:17,99,2,7
想起我去社区的菜地去看看，顺便遛狗，狗公园就在旁边。和一个福建的阿姨聊天，她直接问我，你哪个学校？我说啊？然后问了一堆告诉我，这里有两个武大的博士在这里种地，还有一个复旦的，最近拿了普林斯顿的教职。总之我就问她一句空心菜种子在哪里买，整个菜园子的中国人的本科学历我都知道了。  ,2023-02-20 11:41,55,2,5
我和弟弟相差9岁，我觉得这是完美的兄弟姐妹的年纪差距。太近了，如果资源不充足，很容易形成竞争，太远了可能就是大的带女儿/儿子即视感，9岁，刚刚好可以做个朋友，是那种大雾里的导向灯的那种朋友。,2023-07-26 15:58,44,2,5
这辈子都不会和男人AA，我宁愿一个人点几百块钱，吃不完打包，也不愿意让猪全给我吃了还让我付一半钱。  ,2023-07-24 14:57,110,2,6
福气养人啊，我看自己现在的样貌，觉得好像在爱中长大的小孩（而我小时候的样貌，一看就是不幸福的小孩）  [组图共3张] 原图,2023-04-20 14:02,78,2,17
我看到很害怕的原因是，一个人暴露了诸多个人生活的细节引发公众的讨论，然后被狠狠用这些生活细节攻击。这个很痛的，哪怕不是我，我幻想一下都非常痛。我很胆小  ,2023-02-19 06:56,75,2,2
我们两走在芝加哥街头，我习惯性走在前头，他从后面小跑过来牵起我的手，同时哼着小曲，我说，你这么开心啊？他说，这么美的天气，这么美的城市，这么美的你，于是觉得很幸福，被美环绕的幸福。我没说话，内心是我也很幸福，因为老娘今天刷卡刷得很幸福。  [组图共2张] 原图,2023-05-04 16:29,167,2,8
:我戴曼月乐也是认识我老公之前做的，是我单身的时候做的决定，我还发过微博吐槽，因为我是未婚单身育龄女性，我要去湘雅上曼月乐，还被拒绝，要求我父母同意，我就把我妈喊去和医生沟通，最后我才如愿以偿。压根就不是为了男人才做的决定。我戴了半年以后才认识的我老公！！！我之所以上，昨天的微博也发过，因为这样下来我想要怀孕需要起码3个月的前期准备期，这样会战胜我短暂的繁殖欲上头期。都是我和自我的斗争，和男人有什么关系啊！我的子宫想掌握在我自己手里，牢牢被清醒的我控制着，我才会活得有安全感。这件事也不难理解吧？,2023-04-25 06:11,68,2,12
笑死了，老公的情人节情话是：每天醒来都很开心，可以看到你可爱的小脸蛋，这种开心之余，又让我思来想去一个事实，自己配不上你，你的魅力总是让我觉得害怕，害怕失去你。我活在一种清晰的不安之中，只能尽我最大努力让你愿意再多在我生命里停留一会，再一会。本人：求操呢？那就干吧[努力]  ,2023-02-15 04:40,82,2,11
刘浩存是怎么做到这么美的……每一次看都无比震撼，洗涤心灵，她的气息也很干净，看了心情很愉悦  ,2023-01-10 15:41,84,2,8
我刚来这边的时候，和一个女生吃饭。她说了一句，哎呀，好可惜Xx里都是已婚人士，都没有瓜吃，没有八卦，生活好无聊。我就再也不出去参加有她的局。因为不想和这种拿别人的生活津津乐道的人，她今天可以和你嚼巴别人，明天就可以和别人嚼巴你的生活。  ,2023-04-03 14:05,120,2,4
Sex life第二季上来就给我看这么劲爆的，这谁顶得住  原图 ,2023-03-08 10:21,37,2,17
哎，作为一个秦人，这种扭曲的母女关系，抑或是这种脱离女儿视角对上个时代的女孩的怜悯，都太可悲了。这么复杂又丰富的情感，只有这里才有。我不想有，我希望妈妈是个勇敢的女孩，希望全天下的妈妈都是勇敢的女孩，这样很多局面都会被改变。  ,2023-01-23 18:57,60,2,1
:我控诉了过去她对我做的很多过分的事情，那些无比伤心，无比践踏我感受的事情。说出的那刻，我就原谅她了，还没有等她道歉，我就原谅了，这些堆积在我心中的感受在表达的那一刻就不再困扰我了。当然她也说了对不起，她真诚地说了对不起。我需要这句对不起去重新爱她，但是我也料想到了，让一个自尊心如此高的女生说出对不起，她也会非常受伤，她也会选择远离我。,2023-07-13 18:38,44,2,1
我觉得自己好聪明，好厉害，好棒的一个人，同意的人请支持，不同意的话，只能说你这个人，毫无眼光。哎呀，看自己越看越顺眼，虽然说没有完美的人，但是我真的觉得自己挺完美的。我就想生我自己做女儿，我妈有眼不识珠，要是轮到我做我妈，我现在不知道有多厉害呢！起码都会是纽约市长的程度。  ,2023-04-24 18:40,150,2,22
:我在家和老公也讨论过这个问题，因为他后面在做性别研究吗，很多方向都很女权。我问他，你觉得自己是女权男吗？他说，我不是女的，我也没有真的经历过身为女性带来的难处，我是天平的另一端，我讨厌的是不公平，资源分配的恶行让我难受。具体还有什么我忘了，说了很多很多，最后他说了句，如果非要选择一个标签，那我可能是反弟反封建反父权反男权。,2023-02-01 18:03,96,2,1
笑吐了看街头采访问曼哈顿富婆how to get rich富婆：Once you have a dream you just write it down and find a rich husband [打工人]  ,2023-07-12 05:39,64,2,1
:很多人问过我不上班有没有安全感。真的没有。不被上司和消耗，情绪反而更稳定，更相信自己的价值。只要把自我价值和工作解绑，人会自由很多。至少会允许自己闲着，至少闲着的时候能够轻快片刻，而不是充满负罪感，不断地质问自己，是否在偷懒葬送自己的未来，片刻安宁都不会有。这是我目前的想法，也许有一天会发生变化.,2022-12-23 19:02,45,2,1
我发现我要是不笑，正常表情就是挺冷的，一般人不敢主动跟我客套的那种。要是笑起来，就显得我是个特别好相处的人。在这边认识的朋友说，每次我不笑，专心做事或者思考的时候，他都有点怕我。。。  [组图共6张] 原图,2023-04-14 17:10,153,2,25
:普通的婚恋故事真的一点也不吸引人，而且我这类人还容易替人家觉得惋惜，就多好的女孩啊，得开始过这样的生活。虽然人家自己觉得幸福，觉得亲亲老公全世界最好最棒最优秀。我仍然内心悲凉接下来的故事。除了何超莲结婚，我还挺开心的，投胎到有钱，她老公是真帅，黄南top 级别。就这种婚姻，看着还挺开心的，因为她的姐姐们哪怕这么有钱找的男人也让人睡不下去。她就想得很开啊，有钱到一定境界，身边睡觉的人得赏心悦目。而且对有钱到这种程度的人来说，婚姻无所谓，反正律师会为自己保驾护航。,2023-04-26 10:32,105,2,5
我想认真写篇微博关于我对美的思考，但是我好懒不愿意拼凑这些碎片法的想法，整理思考碎片也是费精力的事呢。真想知道做什么是不累的，我觉得进食都很累。  ,2023-07-24 15:22,26,2,1
:我朋友的房子卫生间有块木地板被泡突起来了，喊了5个工人来更换，6平米的卫生间地板更换，花了1周…这就是人干活的速度…会疯狂拖工时的。他们当时在欧洲度假，我去他家里监工，发现工人会有自己的午休，下午喝咖啡时间，不到4点又下班，说是明天来，工作的时候，一群人在里面放着音乐聊着天，笑得很开心。,2023-04-14 16:13,85,2,6
只想发裸照，谁懂。  ,2023-07-09 11:20,60,2,27
不断练习的东西会成为人的第二天性  ,2023-06-11 18:05,69,2,0
如果你年纪和我差不多大，应该知道当年贴吧的戒色吧是非常庞大的群体，还有很多精品分享文，而我曾经也是努力控制自己欲望的一枚傻杯。  ,2023-03-21 19:46,50,2,6
最近几天都穿好看的裙子，而不是卫衣牛仔裤，就会夸：你穿得好漂亮，像是去走红毯。村里就是这样，只要打扮一下，就显得和整个环境格格不入，因为街上没几个化妆，也没几个穿好看的，都是卫衣短裤大书包  ,2023-04-16 14:51,52,2,1
用辣椒炒肉的剩菜油拌了碗米粉，天堂  原图 ,2023-03-04 17:29,44,2,4
我的狗真的好老实，我在发微博，他在我旁边睡觉，我突然放了一个大响屁把他吵醒，他第一反应是赶紧抬头闻自己的屁股，猛嗅，发现不是自己，松了一口大气。  ,2023-07-05 18:17,169,2,9
:我今天故意气我妈，她说她永远和她的妈一边，她永远选择外婆。我就说，哈哈，今年过年我没给外婆一分钱，就不给她，我买个包5万，就是没钱给外婆5块钱。你的妈，我就是看不上，就是讨厌她，就是一分钱都不给。我妈说，外婆小时候对你多好多好。我说，对我有对她孙子好？我和她都是女人，她还是偏心孙子，不知道偏心女孩。这叫好？她说，外婆也不靠你吃不靠你喝，人家也不需要。我说，对啊，就是觉得不需要，才不给呢。这不正好嘛，人也不需要,2023-05-09 18:59,84,2,6
:我记得在深圳的时候，非常深刻的一件事，一个朋友攒局，一起出去拍照喝酒吃饭等等，我们一群女生。结果有个女的对我们说，待会我男朋友会过来，你们记得都不能加他卫信哦。我？？？？啊？？？？土拨鼠尖叫？？？？谁要加你男朋友微啊，你看得上，我看得上吗？凭什么觉得我是你的竞争者，我稀罕吗。后面等他男朋友出现，是个大我们20多岁的油腻大叔啥都不想说了。真的。后面听她说，给她买包给她租房给她月租奔驰开，我内心谁想要被中年男人搞啊！这点钱不够啊！起码得深圳湾一号一套房吧我吃不下我没出息还要被你怀疑抢着吃这碗饭不活了,2023-03-13 12:17,154,2,12
劣质的情人，虽然说价值观是南辕北辙，但是我还是要承认，爽还是挺爽的，流的水都是铁证，可不能昧良心说假话。但是事后恶心也是真的。就非常扭曲，你一边看不上他的思想，一边又渴望待会被他狠狠掐脖。一边唾弃这么饥渴的自己，一边又不由自主说下次见面（睡觉）的时间。  ,2023-03-21 18:51,61,2,5
我上次和朋友说，和我这种微博大网红谈恋爱就是，哪怕分手已经快五六七八年了，我仍然会发微博骂你  ,2023-02-11 13:30,48,2,2
给大家看看妹妹每天晚上在干什么 针娭毑的微博视频  ,2023-05-18 17:27,64,2,9
:还有一个现象，就是你容易和你的互关同责，就是被人翻到你们互相关注或者互动过，那么Ta做错的事，也有你的一份责任。在我眼里就非常荒谬，我和我的互关私下里见过面的不超过5个人。可是我有几百个互关。难道，就凭这层关系，我就要为ta的人品背书吗？在我眼里，互关是网络邻居，我们住在同一个社区。打个比方，我和我的邻居生活在一个社区，平常遛狗也见面微笑一下礼貌打个招呼。哪天他要是去街上无差别biubiu 了，结果有人说，我是和杀人犯打过招呼互动过的人，我也应该判死刑。这就非常离谱了，我只能代表，他那天和我打招呼的时候，在我这个场合是正常人，我无从知晓他在别人那里，是否还是个正常人。我更无从担保他的品行。大家就是个邻居啊！所以如果我哪天说了什么蠢话，请不要连罪到我的互关，ta们要是说了什么蠢话，也请不要连罪到我。人和人的网络连接，真的没有品行背书，大家都是独立的个体。而且我从来不会为任何人信用背书，无论是现实生活还是网络生活，人非常复杂，而且千人千面，我只能看到ta 在我的切面，看不到整个面貌。所以我身边的人如果遭遇一些指控，我是不会站出来的，因为我不是当事人，我没啥可替ta辩护的。如果有明显的权力上下游，那我会敏感关注那些说不出口的拒绝。大概就是这样，望大家理解。,2023-02-19 09:34,73,2,1
为什么让税隐形，就是因地制宜。傻子不够用了，当然让你看所有的税后价格咯。除了呼吸不上税，每一项都高昂地给你列出来，我相信再忠良的冲国人，也会开始满嘴抱怨吧。再也说不出感恩的话了。  ,2023-04-11 04:25,91,2,5
我很喜欢miss南，因为我想了想，我要是可以选妈妈，就想选这种的。我感觉尽管我长大了，我喜欢谁不喜欢谁，都是以小孩的身份去思考的。我从来没有想过作为一个成年女人，我喜欢什么样的女性特质。这种特质，可能就是我从小太缺爱的后遗症，永远带着自己的匮乏滤镜去看待世界。  ,2023-01-03 11:41,30,2,5
直接给我吞了[打工人]  原图 ,2023-07-24 15:50,83,2,5
如果这个世界愿意多阉割男性，就不会对女性有诸多道德要求。谁赞同谁反对。  ,2023-02-05 18:59,107,2,4
想了想如果有男人做我老公的时候，和我说，你必须满足我一周Xx次的生理需求，不然我将pc。我只会回：你必须满足我对工具18厘米，次次gc 的需求，不然我将炖了你没用的东西。不过，敢这么说话的人不可能和我发生半毛钱的关系，闻到味儿就被我筛出去了[努力],2023-02-19 07:04,81,2,7
:无论有些博主怎么说，我是真的无法理解，为什么要和这样的男人结婚。不要说自己没有选择，在选择自己的结婚对象的时候，永远都有选择的。（对于她的粉丝群体画像来说）你可以选高的矮的胖的瘦的，和你一样学历收入的，或者比你高学历高收入的等等。当初从一些人里面选中了你老公，这就是自我的选择。社会当然需要背锅，因为文化对女性的塑造是非常巨大的。但是在这个前提下，我们仍然有人生分岔路的选择权。比如老公出轨了，至少不要生二胎，没检查性冰之前，不能再深度接触。我始终觉得，如果给女性可选择的空间越小，我们越需要谨慎地选择，勇敢地离开。因为这可是你独一无二的生命机会，不要让别人践踏你的感受、身体、灵魂。,2023-04-11 14:40,106,2,5
原来很多人不知道我id 后面两个字怎么读，是读“埃及（ji 一声）”，这是长沙话，姥姥奶奶一辈的年长女性。我从小喜欢这两个字，发音就很好听，简短好上口，又显得亲切。而且这两个字还是女字旁，更加让我偏爱。我也想每个光临我微博的人感受到小时候娭毑们给我带来的那种温暖。  ,2023-07-26 18:39,132,2,29
我就是可以一边喜欢老公，一边骂男人。这有什么费解的，老公都不介意，你从来就不属于男性的一部分，你介意什么呀介意。搞不懂捏  ,2023-01-03 11:07,29,2,1
听到所有的分手故事，我永远都为这个女生搞到高兴。就是恭喜你啊，又获得了重新选择的自由，继续慢慢探索自己的人生吧！  ,2023-01-28 11:23,109,2,2
:我的生活里，我指现实生活里，从来没遇到过我老公这么顺利的人。倒不是说，有钱啥的，我在深圳遇到的有钱人真的很多。而是指精神状态。大部分人压根不知道自己喜欢什么，理想是什么，想要建设什么样的世界。也不了解自己擅长什么，做什么自己很开心，也找不到自我价值。总之就是稀里糊涂过日子。他是非常清醒的在生活，他知道自己喜欢什么，知道自己讨厌什么。他知道自己擅长什么，自我价值该如何实现。关键，人知道这些以后，还需要命运的青睐，需要运气加持。结果他运气也很好，年纪轻轻就实现了很多愿望，包括找到了我。我都羡慕他的人生，好吗。这男的真的太好命了。,2023-05-08 15:42,121,2,8
":That’s why for many people the pain of a divorce is only partially about the loss of the other person; often it’s just as much about what the change represents—failure, rejection, betrayal, the unknown, and a different life story than the one they’d expected. If the divorce happens at midlife, the loss might involve coping with the limitations of knowing someone and being known again with the same degree of intimacy.说得好好，是我每一次分手的感受。",2023-02-22 19:35,25,2,1
我讨厌任何一切关于男性需求、男性选择的叙事风格。  ,2023-03-16 05:52,71,2,0
这些年，做过各种生育的梦，没有一次梦到过生女儿。老天鹅，真的很会吓我。生个儿子，不爱小孩，对小孩不公平，但是爱小孩，对我不公平，因为正是因为每个小男孩都被爱了，才会导致小女孩不被爱（我的原生家庭带来的逻辑）姨妈快点走，我不想思考这些话题了  ,2023-04-24 18:20,33,2,3
再让我看到任何一个体面含蓄的人类，我将直接发大疯，  ,2023-07-09 18:19,60,2,2
:真不知道这群人脑子里想的是什么，用你们的脚趾头想一想，我结婚是图什么啊，当然是图开心啊，图自己不去给公司卖身啊，图手术后休息几年啊。我说我亲密关系挺好的，说老公挺好的。有的人就受不了，那就指望我结婚就为了吐槽老公吗？我不会吐槽耶，因为让我不爽，我是真的踹人的，多亏了性别比例失衡，这个世上多的是男人，你看我不容忍你们嘴我的样子就知道我在任何关系里都这样，我忍不了，我立马爆发，开辟新的路线去了。谁没事教男人啊，我自己都不爱生，更别提这种成年儿子了，不爱当妈。谁结婚是为了上网骂老公的啊，干嘛彼此消耗人生和青春，懒得吐槽，不行，下一个。我就活一辈子，我偏不将就。所以我现在舒坦，浑身舒坦，说几句他让我舒服的点也不行吗。咋啦，只能骂男人，不能喜欢男人啊。那不好意思，我的厌男标准你可能搞错了，我和你解释一下：我的厌是指厌所有不给我钱的男人,2023-01-03 11:36,66,2,5
:割席不割席有什么要紧的，生活里多的是这样的人，爱性骚扰的人，又有谁真的割席，和自己的父母割席，和自己的领导割席，和自己的同事割席。他的朋友不欠任何人一个割席公告。因为又不是他的朋友犯的事。杀人犯都有朋友不是吗？我对这些都不敏感，我唯一敏感的就是不能指责正在发声维护自己的妹妹，因为指责就是帮凶，打压她的希望，希望她闭嘴，或者希望她把自己的隐私全然袒露给所有的过客，这是很残忍的事。你可以不相信，但你没必要上前踩一脚。,2023-01-31 07:42,42,1,0
这半年拍了很多照片，但是越是珍贵的，越喜欢的，一张都不想发。好像存在我的相册里就够了，不想为人知，有时候会觉得分享会快乐加倍，但是有时候真的舍不得拿出来给任何人看。  ,2023-01-09 17:06,60,1,1
这辈子改不掉爱掏男人档这个爱好了，在家没事我也突然掏我老公两下的那种。他每次都露出无比害羞的神情：你干嘛呀！讨厌～  ,2023-03-21 19:17,57,1,9
:梦到读高三，又住集体宿舍，又去急忙打热水，每天早上要去跑操，数学老师上课讲的东西我已经完全大脑屏蔽，可是越屏蔽我就越崩溃，因为我马上就要高考了，我这样一直屏蔽外面，我是没有大学可以上的。梦里我居然还有老公，是现在的老公，我跑过去和他见面，在现在的我们的车里，我说你把我锁在车里吧，我不想离开，我就呆着这里。最后我崩溃到醒来，突然才意识到，我现实里的高中早就在高二教完新内容，整个高三都是复习知识点，不存在高三了数学老师还在讲新知识而我大脑屏蔽，听起来更惨了,2023-07-08 12:32,32,1,2
