content,publish_time,like_num,forward_num,comment_num
所以我很怕那种不熟，没见过面，就各方打探个人信息的人。我就觉得，一个正常的人，好像都挺向内挖掘，了解自我，对自己尚未挖掘的充满好奇。你对自己很感兴趣，就很难对别人隐私感兴趣。如果你对别人的生活细节和各种隐私，都充满了兴趣，我就觉得你可能有点空心。而我本能害怕空心的人。  ,2023-02-20 14:15,103,12,2
:看到大家说芭比最后和女创始人那段关系是母女关系的传递，我其实没有感觉到任何力量。因为我的母女关系，或者我看到很多的母女关系，是不可能是这样的，是这样的东亚母女家庭是非常幸运且少数的。母亲在这个社会，往往是伤害女儿的第一人。我记得芭比问创始人，can I get you permission 的时候，创始人说，你不需要我的同意。我就在想，以我为代表的女儿们永远对这句话的真实度不屑一顾，因为我的人生永远需要my mom’s permission ，而我作为女儿早就冲去这个阻碍走向了世界，她不是为我留在原地，而是她本身爱男护男就只能原地踏步。,2023-07-23 00:42,132,12,13
Wave maker是本年度目前为止我看过最好看的剧。追了通宵一口气看完，比漫长的季节好看太多太多。  ,2023-05-11 02:25,170,12,16
郑钧这样的老公感觉就是批量生产，我感觉我从小到大看了好多这样的叔叔，一般他们的妻子都显得很无理取闹，很作，很情绪不稳定。实际上，只要离开这个毒源，这群女人不知道有多情绪稳定，每天开心快乐的。远离这样的男人，真的很可怕。  ,2023-01-13 08:28,173,12,5
:我有一个前任就是深度自我否定，自我打压，完全不爱自己的人。和他在一起，他一直鼓励我，肯定我，夸我。三个月以后就和我分手了。问他分手原因，说是装不下去了，他说我连自己都不爱，其实压根就爱不别人，我只是想尽力去让自己做那个完美的情人，完美的男朋友，不是为了爱你，是想证明自己有爱人的能力，但是这样让我很快就消耗本来就不多的精力，更想死了。他当时在吃抗抑郁的药物，我害怕自己真的把他害死了。我还很内疚觉得让一个人尽力扮演完美的情人，我好差劲。后面我觉得他爱无能又不是我的错，就从里面解脱了。,2023-02-24 20:23,231,11,8
:而且我谈恋爱这么多段，每一次都和前男友们说的好好的，如果不喜欢我了，可以告诉我，我会放你自由，你要尊重我，如果不喜欢了，一定要告知，不能欺骗我，隐瞒我，因为在我眼里it means war to me，我会狠狠反击的，但是你提前和我说，我不仅送你自由，还会祝福你，一点也不会去你的亲亲第三人的麻烦。但是！每一次，男人都选择出轨！说假话！死不承认！不见棺材，都不承认自己出轨了，除非你捉奸在床，不然就是“我只是把她当妹妹，你误会了”“人家有男朋友，你想太多了。”等等。因为男人就不爱诚实地面对自己的身心，所以提前查手机也是我的一种自保手段，我会早早脱身，争取把伤害降到最低，利益最大化等等。身为异性恋，本来就是一场修行，我有一些技巧在身，我才不管，这有没有侵犯男人的边界，关我屁事，你屁毛我都看了无数遍，隐私个大头鬼。,2023-04-04 15:28,189,11,7
不爱装自己是个体面人，我认为自己是个很会保护自己的女人，不在乎别人觉得我这样的姿态好不好看，只要我爽，只要我想，就行。我不用谈行为准则道德完美的恋爱，我要谈让我自己舒心、安心、开心的恋爱。  ,2023-04-04 15:32,105,11,5
本质上，生闷气是在极愤怒的同时，又极不愿交流愤怒的原因：既迫切希望对方理解，又决意不解释清楚。  ,2023-03-17 16:57,97,11,9
有人问我怎么度过比较低迷的时期，答：情绪就是情绪，和呼吸一样自然，被情绪笼罩的时候，多呼吸，深呼吸，什么都不去想，去情绪羞耻化，接纳所有的情绪，仅剩下呼吸，呼，吸，慢慢获得平静，再去处理具体的事。  ,2023-02-07 20:03,109,11,6
:对“吃瓜”两个字真的有点想吐。打开小🌹书，发现北美ip 说，大家学校有什么瓜吗，大农村好无聊，希望吃点瓜，来爆料吧。然后我看几百条评论，都是说别人裤裆里的事，谁谁谁劈腿，谁谁谁做小三，谁谁谁冷暴力分手，谁谁谁天天在不同的男人床上醒来，国内还有个准备结婚的男友。反正就是这些事，大部分都是一些女同学的私生活，看爆料人的主页也都是一些女生。我真的有点恶心。想起Celia 只是去年多约会了几个男嘉宾，小留圈就传她一周就睡三四个男人，还只睡白男，天天不读书就只想搞男人等等。实际上，一路见证她的搞笑日常的我，她生活里只有两个男嘉宾，这半年来，而且经历了不好的男人，她迅速地萎了几个月，心如止水，天天跟银河玩。可是这些爱“吃瓜”，爱传播“瓜”的人，她的私生活已经成为了一段不检点女学生的“瓜”。有时候就就想，吃你麻痹的瓜，get your own life 可悲没有自己感情生活，没有自己裤裆里的事的可怜虫,2023-04-03 13:58,265,11,11
":我其实不太在乎别人对我的微博账户的观感好不好，这玩意就和我在社会的名声是一样的，没什么卵用。好名声意味着要妥协很多，要照顾别人感受，要会奉献，要有高情商等等。我就不稀罕做个好女儿，好女人，好妻子。我只在乎我得到了多少钱，还有我的情感需求是否被满足。就像微博账户一样，不要高看我，我就是个普普通通的俗不可耐的人，我只在乎我得到了多少钱，还有我的表达欲是否被满足。我很诚实的，我真的眼里只有钱，我也不觉得羞耻，我觉得这样挺好的。既然我不能改变这个世界，那么我会多赚一点钱，cuz money means power, and power can give me freedom",2023-05-18 15:14,141,11,3
我觉得别说什么捞女不捞女，大部分人就正常的和男的出门出顿饭，自己化妆品，香水，隐形眼镜，漂亮衣服等等都花不少钱，但是连一句：我不买单，我只接受别人请我吃饭，都说不出口。就开口表明自己不打算做亏本生意都做不到的，自己的出门成本就是很高，怎么不算付出啊。  ,2023-07-10 16:59,220,11,3
:纽约的异性恋很吓人，我们在布鲁克林大桥下喝酒，对面的情侣，跨对跨坐着，喂对方吃冰淇淋，吃了一个小时，喂一口，亲吻三分钟的那种。我们三个人去电影院看蜘蛛侠，看完了走在最前排突然想起来有彩蛋，难怪所有人都不离场，这个时候发现，最前排的一对异性恋，女的把手伸在男的裤裆里涌动。吓得我们立马离开影院。每天都会被异性恋吓死。,2023-06-24 18:56,386,11,16
:非要我用这种词汇，我只会思考什么样的男人可以成为我的长择，什么样的男人成为我的短择。我只会把这些词汇用到男人身上，给他们分类，挂上标签。挑选的本位是我，决策的本位是我。大自然届的规律就是雄性漂亮，毛发鲜艳，比同类强壮，会觅食，然后成为雌性的选择。不要被人类文化洗脑，永远记住自己的女本位。,2023-03-16 05:56,111,11,2
:我讨厌老中凑在一起开始宏大的叙事，比如什么命运共同体，为了下一代女性。因为先有个体，才会有整体，才会有共同体。个体如果没有自由，没有探索和践行的经历，没有成长的机会，共同体就是一艘四处漏水的船只。不给个体成长的耐心，我才不相信宏大的叙事。也就你们自己伪装是个道德好人罢了。只要是拿自己的人生去尝试，没有伤害其他人，我建议大家都闭嘴。如果你觉得她不对，想纠正，直接打一万块钱，她肯定会听你的一些建议。不打算打钱，咱这边的建议就是闭嘴。少去爹，少去妈，关你屁事。,2023-01-03 10:53,87,11,1
"而且我在过往的恋情里羞于承认：I want more, that’s not enough for me.因为我怕说出来，就要面对他压根给不出我要的东西的局面了，那我就无法自我欺骗了。我就要面对他无能无力，他很低级的真实现状。那这段关系就维系不下去了。我没勇气面对，所以我就会不断美化。  ",2023-06-07 13:31,91,11,1
空心的时候最可怕，你不知道自己的情绪，你不知道你痛苦不痛苦，开心不开心，you feel nothing ，just nothing，所以你自然找不到解决办法，毫无头绪。像是无声地溺亡。  ,2023-06-30 07:28,120,11,3
:而且每次我对婚女不离婚的理由感到可笑，比如经典理由之虽然我们感情不好，但是对方是个好爸爸，对孩子也上心。实际上，吃喝拉撒都是妈妈和姥姥管，爸爸就是玩手机玩累了跑过来摸你两把头，时不时在你心情不好的时候和你说两句“人要往正向的角度去思考问题，不要充满负能量，爸跟你说，爸以前年轻的时候……”这种爹，在这群女的眼里就是好爸爸，对孩子上心，还给做心理辅导呢。就，不要哄抬爹价了行不行……大部分爹真的还不如没爹……而且我压根不相信一个不尊重老婆，不会照顾老婆的人，会是个好爸爸。爱人的能力，有就是有，没有就是没有，不可能不爱你，但是就爱孩子。而且夫妻之间缺乏交流，男人表达沟通能力差，调节关系能力差，怎么可能和孩子说得到一块去啊？真的，骗自己就算了，还要拉着孩子一起做道具呢，“为了给你一个完整的家”。有个这么个爹，从内部早就破碎和稀烂了，一个女人在婚姻里不幸福，妈妈不开心，孩子怎么可能置身事外？只是配合你的演出罢了。长大后指定逃离你们还发誓不会成为你们这样的人，走入这样的亲密关系。,2023-05-23 19:22,145,11,8
:我不喜欢工作，也不喜欢做事。是因为很早很小的时候，我就知道我不需要社会化所带来的价值感。我不需要和社会的紧密连接而feel good about myself。脱离这一切，我仍然feel good about myself .我看不上太多事物了，或者说我觉得人类社会很低级，遍布了一眼就可以看穿和总结的规律，我看到人类在自我欺骗，我看到他们在自我洗脑，我看到他人在奴役他人，也看到他人从奴役中找到所谓的“自我价值”这一切都太sick了，我不需要，完全不需要。如此空心了几千年的社会，我不需要，就当我不存在吧，毕竟我从未真心想要扮演成一个正常人，我只是别无选择罢了。但是你们连别无选择都不需要承认，自我笃定地说，这就是我的选择。Good luck to your guys,2023-04-29 08:39,115,11,8
:前几天和微微吃饭的时候聊天，她说，这些年参加朋友的婚礼，她都是悲壮的心情去的。她感受不到幸福，内心都是：悲剧要拉开序幕了。我说，可不吗，你走到现在的一个因素就是，你知道婚姻是个悲剧，你要是能在她们的婚礼看到幸福，你就逃脱不出这个圈子，容易留下来生根发芽，继续讲述这套叙事。因为我们能认识到的女的，都和我们差不多，出身乡镇，又是能干的湖南女人，爱奉献爱操持整个家，我们都知道这样的婚姻意味着什么。意味着我们的姐妹要开始成为一个男人的“新”娘，照顾这些男宝们。悲从中来是正常的反应，觉得幸福就是下一个新娘。,2023-04-26 10:18,154,10,12
:我28了，没有孩子，为什么？因为我避孕啊！我做措施啊！所以我没有孩子。所以没有人被我生出。我妈当年要有我的觉悟，能省去她和我，两个人的痛苦。只要有人在出生，就代表，这群大人真的不爱戴套，无语了，不戴也行吧，好好养育小孩啊。但是大部分不爱戴的人，压根就不可能好好养，会好好养小孩的人，都可爱戴套了，世界就是这么离谱，,2023-02-15 16:21,151,10,5
:车最近爆胎了，周一才能修好，我开始每天走路去家旁边的超市买牛奶和水果。走路大概需要9分钟，每天牵着银河走过去，走回来，内心觉得很幸福。但是如果我没有车，一直过这样的生活，我会觉得很痛苦。这就是当你有兜底的，你去做一些付出精力多的事的时候的心态，你觉得是不错的体验，好久没走路逛超市了。但是当你压根没有兜底选项，这是个必选项，你就很难轻松了。所以有时候不能怪自己不够松弛，因为松弛需要有人兜底的，,2023-07-24 15:26,100,10,3
:我不知道你们会不会这样，对我来说，穷对我的烙印需要我一个个弥补，才会消散。比如我没钱的时候配88的镜框，199的镜片，什么都选最便宜的那种。等我后面有点钱了，我要选2000多的镜框，要用蔡司最好的系列镜片。其实我真的需要一副几千块钱的眼镜吗？不需要，800就可以配一副我想要的了。可是因为穷过，你就会觉得曾经的那份抠搜很可怜，你本能就会心疼自己，就像吃惯了馒头，你就想吃烤全羊一样，实际上你吃份辣椒炒肉也会很快乐。要是真吃烤全羊，吃几口也腻到了，因为肠胃很久没吃过肉不耐受。就像配了那副几千的眼镜一样，因为从来没有这么大的眼镜开销，心理也是不耐受的，短暂的愉悦以后剩下来的都是，何必呢，也没有多快乐啊。哈哈，想到这就觉得穷人要是开始过得好，其实有很多很可爱又可笑的心路历程。,2023-03-04 18:18,141,10,13
在刚出生的时候，他的交感神经和副交感神经就已经是确定的了。所以人敏不敏感，从出生就注定了  ,2023-07-24 21:47,101,10,0
写得实在太有力量，振聋发聩的程度，同时我看到了无数颗破碎的女孩的心，庆幸她们重建，又伤心它们曾经的坍塌。特别最后一句，你们的时代过去了，完全不流行大飒蜜了，也不会有人再把性骚扰当成蜜了，你们会随着自己腐臭的身体走入黄土。  ,2023-05-04 04:06,167,10,0
我很好奇，如果有个填空题，你不需要为＿＿负责，你会填什么呢？  ,2023-06-11 18:16,186,10,47
:很不能理解明明是受害者但是错误地认为自己也是这段关系的收益者，因为自己也成长了。姐姐，有没有这个男人，你都会成长的，你都会长成自己会成为的模样，这是命中注定的一件事。因为自我成长和拥有老公是同期发生就认为二者有因果关系是错误的逻辑思路啊！这二者没啥关键的，顶多是锦上添花的程度，一般程度的男人还做不了那朵花因为很臭也很臭牙齿还黄啊！！！承认自己受伤了，被害了，才会真正地不带滤镜审视这段亲密关系啊！你才有可能解脱出来，而不是讲述男人需求的故事了。讲讲你的需求吧！,2023-05-22 12:54,116,10,4
:我很喜欢北美这边的大学规定，比如男教授在办公室接受office hour等等，女学生进来，是不可以关门的，必须把门打开，不能人为打造密闭空间。因为男人身处权力上游，一有密闭空间，很容易做出恶心的事。所以我们要警惕男性，强行规定不可以关门，这才是正常的社会。反观我们社会，婚女知道自己老公处于权力上游，在家叮嘱的不是“保持距离，不要两个人在密闭空间，不要给学生不平等、不适的压迫感”等等，而是告诉你的学生们，你已婚。我？？？？？啊？？？？,2023-03-13 11:59,337,10,10
我约会，是因为我有b。长个b，就是拿来用的。望周知。#支持b权自由#  ,2023-04-03 14:28,198,10,12
:就这种倒霉父母说啥都骗不到我。比如，很多父母一卖惨，一诉苦，子女就吃这套。我是，一听到，就觉得，妈呀，吸血鬼啊，来吸我的情绪价值来了。我还会觉得，这类人真鸡贼，永远不找儿子吸，儿子要学习/工作/干正事，可不能打扰他。而且我觉得装什么大尾巴狼呢，你的苦难哪是今天被发现的，你过了几千个日日夜夜，你不明白，如今的生活都是自己一步步走到这儿的么。没钱本来就是投胎不行，结果自己投胎不行，还要找个投胎不行的搭档，最后还要制造一个投胎不行的小孩。他们生小孩之前真不知道？屁咧，门儿清。你俩炕也上了，泡也打了，最后制造个小倒霉，还和小倒霉讲述你的苦难。我只能说，鸡贼不死你们。,2023-05-09 19:48,147,10,8
老听这群老逼登说，不要没事怪原生家庭，什么30岁还怪就是巨婴。我就在想，难怪你纳税还要张嘴被捅3年。不爱思考痛苦的根源，就不会质疑现有的结构，就会乖乖张嘴等捅。闭环的，你和你的国永远共血脉,2023-02-15 16:26,151,10,0
昨天和朋友说，可以对他人不诚实，但是人不能对自己不诚实，因为对自己不诚实，不直面自己的感受和直觉，下场真的很惨烈……（尤其对女性而言）  ,2023-01-14 17:02,105,10,1
:作为女儿，肯定是讨厌她成为讨厌的社会的一份子，把她痛苦的东西传递到我身上，外婆对她，她也很痛苦的，但是她就要把痛苦传递。我还是忍不住怜悯，她怀胎十月鬼门关走一圈剩下的女儿恨她。她献祭了自己，没有好报。献给主流社会，主流社会重男轻女男人不提供情绪价值，害她内心空洞永远没有鼓励，把身体献给小孩，小孩讨厌出生在这个家庭。她干什么，都没有好下场，这就是这种吃人的社会文化给女人的最强现世报。,2023-01-23 19:03,194,10,12
:我和妈妈虽然是同样的原生家庭，她有个极度重男轻女的妈妈，我也是。她有个弟弟，我也是。我们的结局完全不一样。我觉得原因只有一个，我相信自己的价值，妈妈不相信自己的价值。我觉得我一定会做到，迟早的问题，哪怕我有很多次结束生命的时刻，但是我仍然最后醒悟过来，老娘不能死，好戏在后头。妈妈是不相信自己的生命力，自己的创造力，她屈服了，她打不过她妈后选择加入。我相信她也有很多想死的时刻，因为她的妈妈不爱她，她的老公是个只埋头干活一句多话也没有的人，她的儿女和她关系不好。妈妈这一辈子缺乏肯定，鼓励，理解。她选择活下来不是为了战胜这些，而是觉得这是每个女人的宿命，自己的挣扎是徒劳的。可是，妈妈，斗争永远都不会是徒劳的，你会得到勇气带来的礼物。,2023-01-23 18:48,119,10,5
:我这个人不爱谈什么大道理，比如感情里面要尊重彼此的边界感，隐私等等。我觉得有些人就是不爱看别人手机，你不需要勉强，就可以轻松做到，送给你看，你都不看的那种，因为是随着自己的本性走。那也有些人就是会看男朋友手机，也不是说没有安全感，不信任，而是一种对男性整体的防备，我需要单独check这个男人是不是群体里我防备的那些男人一样。我就是这种，我需要这个东西告诉自己，他还好，不是个猥琐、恶心、无品的男人，没有什么奇怪的兄弟群，资源群等等。我压根不是去看他有没有和别人聊骚，而是怕他有一堆狐朋狗友，和一群恶臭男天天在群里口嗨，给女人身材打分等等。这就是我对男性整个群体的防备，别来和我说什么我在这段关系里没有安全感，谈一段不需要看手机的关系。bullshit，我在男权社会，尤其是男人比女人多了几千万的社会，充满了incel ，我有个屁安全感。我就打算随着我的心走，我想看的时候就看，不想看的时候就不看。听心里的声音，永远不会错，我相信自己的直觉。,2023-04-04 15:21,115,10,4
:每次看到那种嘴恋爱的人，嘴结婚的人，我真的觉得很好笑，因为我觉得是人就会感觉到孤单，无论是是异性恋还是同性恋，我们都渴望去爱人或者被人爱，不是基于性别的，是基于人性的。每个人度过孤单的方式不一样，有些人找到了独处之道，但是人吃五谷杂粮，很多欲望，被抚摸的欲望，被拥抱的欲望，被亲吻的欲望，很多人找不到独处之道。就是她明白一个人独处也可以很好，但是觉得两个人做完沉沉睡去更加不觉得孤单。我不否认，大部分亲密关系会让人觉得更加孤单，但是我无法否认的是，我变得不再孤单，我变得越来越好，内心越来越安稳，不用靠酒精和🚬麻痹自己。不要generalize 我的亲密关系。你没有趴在床底下听过，监视过，收起你的德性，judge别人不会让你变得更加高贵。而且什么时候停止在别人身上投射一个悲惨女人形象。别人过得不好，不开心，被剥削，你就可以居高临下地同情或者鄙视了是吗？你就可以立马脱口而出：早告诉过你，不要沾男。我呸，一切都是满足你那厕妹的邪恶需求，少装好人。,2023-01-03 09:51,112,10,2
:喜欢有妇之夫，在我眼里真的很单纯。首先本来男人就很擅长说假话，结了婚的男人要是出轨，嘴里基本上没有一句真的了。你以为你是他的真爱，往往这种人就是爱无能，不爱自己老婆，也不爱你，就爱自己的那种。这种人嘴里的“真爱”是什么，是狗屎一样的东西。而且给你花的每一分钱，老婆都可以告你，这是属于婚内财产，她哪怕不是针对你，就是单纯想维护自己的财产，都可以把你生活搞得乌烟瘴气。为了一个出轨男，惹得一身骚，真的划不来，主要是男人不值得影响自己的清爽生活。而且往往最后，人家两口子最后合伙搞你一个，能做这么多年夫妻不分手，肯定有两个人的紧密合作，无论是孩子还是物质类的共同财产。最后变成1v2，何苦，离这类男人和他的老婆远点。,2023-03-30 15:37,142,10,7
「不想让周围的人讨厌自己，和每个人都很亲密，这种心理本身也是一种野心。有这种野心的人心理承受力一般不会太强，遇到一点不顺心的事，郁闷就能压得他喘不过气来。」  ,2023-07-25 19:46,111,9,9
男的被指控性骚扰永远不会直接说一句：对不起，我该死，我承担所有责任。而是：我也是其他事件的受害者，也有别人伤害我，你们怎么不管管？  ,2023-06-19 16:27,238,9,4
:其实我以前没有这么娇弱的，因为我一直被生我的人emotional abuse ，我比较习惯了一些恶意的东西，我甚至觉得这是生活的一部分。可是这几年我的生活确实发生了转机，我离开了痛苦了5年的工作，我去读硕士了，我和微微解决了很多问题，我有个很好的伴侣等等。自从我被爱过，正确对待过，这些东西就变得难受起来，尤其是我来了美国以后，周围的人真的对我实在是太好了，我也发过Uber司机听说我在找房，专门空出一天来带我看了香槟他觉得所以治安好的公寓，无偿，给钱都不要，还要送我去芝加哥试驾车，还请我吃了两顿德克萨斯牛排，很贵的，我们三个人吃了一百刀，他坚决不让我花钱，还有我来这边认识的朋友们带我去骑马，游乐园，带我吃地道的diner ，都不让我花钱的。开车2个小时带我去玩的。我被整个环境和我自己的小圈子爱着，笼罩着呵护。我仿佛脱胎换骨一样，我不想再做刻薄的人，不想再做恨为燃料的人。我也想学习他们，成为可以爱别人，帮助别人的人。,2023-01-17 20:20,131,9,11
:去年将近一年，我都是素颜朝天去参加任何场合，因为我想多接纳我自己本身的模样，而且不打算再在这上面多花精力和时间，且我已脱离择偶市场，这一切对我来说，已经没有啥动力了，再加上老公也一直劝我别化妆，说是对皮肤不好，我们轻松出门多好。其实是觉得很舒服，很自在的，但是随着我和女性的社交变多了以后，我发现自己毫不收拾显得自己不是特别重视我们的聚会，可能是我自己的想法，因为大家都花了时间化妆，发型，香水，衣服，而我没有，我觉得是不是我太不把别人的付出当回事了。而且在各种爬梯上，我也发现了，如果你精心打扮，大家都喜欢和你交流，因为会容易找到话题，比如你今天这个项链太好看了，我喜欢你的lips等等。当然这也可能是我的感觉偏差。就是，当你付出精力去打扮自己，好像更容易交到朋友，收获对话，而且收获赞美，说句实话，心里是高兴的，我没觉得自己不是为了取悦别人。对我而言，化妆就是一种取悦别人，别人给出正反馈，然后我觉得我的付出是值得的一种闭环。每次见新朋友，我为了怕造成我不重视她的误解，我会提前说，我今天不会化妆的，洗个头就出门，所以你也可以随心所欲，不用花时间打理，我们轻松见面，当然你要是想漂漂亮亮的，我也很接受。只有说清楚，我才敢放心大胆地洗个头就出门。我知道，我应该更加勇敢和大胆地做我喜欢的事，但是我在这个社会生存，让我不考虑让人的想法，尤其是我的女性朋友们的想法，我做不到。当然我也不是把锅推给我的女朋友们，说都是她们害得我化妆，而是指，我自己的软弱让我习惯性迎合别人的期待。不过，让我为男性化妆是不可能的，以前约会的时候，我经常洗个头就出现在男嘉宾面前，我在男人那里没有社交压力。,2023-07-23 10:48,119,9,11
:王响动不动就说，别让我的桑塔纳熄火了。这种居高临下的关心，我本可以买一辆车，但是我把钱用来救你的命，我是你的救命恩人，救世主，我对你多好啊这种言下之意。美素都不接话，沉默，她也不反驳这种侮辱人的话。她就一直小伏低，顺从依附隐忍。王响最后去小凉河，我以为他去找王阳团聚，结果他说，有王北，他不会去死的。说明啥，你要是有真心惦记的人，你舍不得去死。但是美素在第二天就死了，说明她完全不爱王响，不惦记他，他是她孩子的爸爸，没有了孩子，他就和大街上的男人没有区别，不值得自己留念，不值得自己当回事。这就是王响这类人的报应，你也许有一个顺从隐忍的妻子，但是你也永远享受不了一个人真正爱你的感受。人对你也没有爱，只是组建家庭，生育小孩的工具人罢了。就像你把她当成生育小孩，家庭保姆的工具人罢了。不被爱，也真可怜的。活该。,2023-05-08 09:18,139,9,6
:没钱的时候发疯，我以为我有钱就会好了，没爱的时候发疯，我以为有人爱我就会好了，可是，世界不是这么运行的，被培养成为了空心人，“拥有”的快乐可以持续几年，但是无法持续一辈子，这辈子仍然要脱离物质世界、爱的世界，进入彻底空荡荡的自我世界。一点点打量自己，一点点审视自己，结果发现，妈妈，我真的是空心的。我无法从日常的幸福里感到满足，我想要的更多，目前拥有的这些只是为了送我抵达这个世界。这个我从未打开也从未涉足的世界。一切都太崭新了，但是大家都好旧，旧到我觉得自己什么都没有。我在这个颅内世界里，彻彻底底地只剩下虚无了。,2023-04-29 08:26,172,9,9
毁掉一个女人最简单的方式是什么？  ,2023-07-08 19:39,82,9,8
:老公最近打算调整作息，早睡早起，每天工作4小时，他说，最大的问题就是，早起了，工作完四小时，我就不知道干嘛了。因为不知道干嘛，所以规律作息的动力就不大。我说，你先调整了，等到了这一天，再去思考这一天去干什么呀。人不能被想象的困境先给困住了，都是边走边想，边做边看的嘛。还没开始，先预想困难只会让人原地踏步。他：不愧是你啊！一针见血！,2023-07-26 18:19,111,9,5
:我目前最好的朋友们，都是单身，我们一起玩，一起发疯，一起遛狗。我也不是完全不和我老公吵架的那种人，但是我没和她们抱怨过一句。包括去年感恩节我和老公吵了一次大的，我特别生气，觉得这个男的惹到我了，明知道我有自己的边界，还要故意触犯，当天晚上我就让他明天就去城里再租个房子，我们开始分居，儿子女儿他有探视权，一周三次。其他时候别来往了，等我适应分居的生活就去办离婚证。但是微微至今都不知道。没有人知道，因为我就不会和别人说，我老公惹了我，我去吸我姐妹？做梦！我姐妹值得更好的对待。除了这层原因，还有就是我觉得我的婚姻问题，只有我能解决，别人解决不了，除非财产分割需要律师以外。而且夫妇很多事非常的私人，局外人确实不能理解这个vibe 里面不适合和别人说的东西，因为是有非常脆弱的一块是无法展示给她人的。也不是说我不和姐妹分享我的痛苦，当然会，但是肯定是关乎自我的，比如存在主义危机，关于自我的才会拿出来一起倾诉。关于男人的，还是算了。做比说简单多了，如果你和我一类人的话，真的做起来比说起来简单太多。让我去倾诉一万遍，没有踹了来得爽快。,2023-04-11 15:08,132,9,11
:看到一个关注我3年的id 的评论，说我出国前后的能量场完全不一样了，好喜欢现在的我的气息，让她都觉得远远看上一眼都有动力去改善自己的困境，会隔着屏幕被鼓舞。真的是这样，我出国还不到一年，很多东西潜移默化就改变了，以前觉得很难的事，就很容易做到，很容易对自己充满信心，很容易去爱别人，很容易去解决问题。而且我燃起了对生命的希望，我觉得我的人生才刚刚开始，这才第一年还不到，无法想象我的30岁是多么上升的阶段。我拥有着一份说不清楚的乐观。而这种乐观心态是过去的我认为这辈子和我无缘的东西。它就属于了我。当我相信我可以战胜一切的时候，所有的事情好像真的可以解决。好神奇。,2023-04-14 17:26,245,9,14
:其实我还有点不解，大家会说北大的怎么也这样，读书读到Xx 处。为什么我们会认为北大清华这类人就会比我们清醒呢？比我们更有勇气呢？事实上，高考从来不教育人怎么成为女人，成为女权主义者，大学也不教。我们没有这样的文化环境，也没有这样的社区组织，更没有这样的互助小组。现实是一片荒漠，无论是什么学校，大家都一致的“自我奉献”。所以有什么好出奇的，就因为大家都是老中人，所以才会大面积这样的思维啊。,2023-02-19 06:40,219,9,11
:希望所有人都知道，本人赴美以后已经变成了个宝宝，听不得重话，挨不得骂，是一个正在二次成长的小生命，总有一天会成年的，但是鉴于刚出去处于文化冲撞阶段，目前心里承受能力只有三岁。别人都是纽轱綠甄嬛，而我变成了三岁小娃。生活真的诸多惊喜等着你，只要活得久，真的谁也不知道未来会发生什么。,2023-01-17 20:52,137,9,15
:不是我造成的苦难，任何人都少他爹来吸我的情绪价值。找我安慰，打钱了吗？咨询500一小时，不足一小时也500。最讨厌国女这样对我了，和我关系稍微近点，缓和一点，或者熟那么一点，就往我身上倒情绪垃圾，哐哐诉苦，也不管我爱不爱听这种屁事。冤有头债有主，谁让你难受，谁让你命苦，你找谁去啊。找我，除了吸我的情绪价值还能干啥？都离我远点。自己的生活都过不利索，谁爱听啊。,2023-05-09 18:19,133,9,9
看到别人骂娜扎说：我尊重穿衣自由，但前提是穿衣得体。我只想翻白眼，我自己喜欢的衣物就是我定义的“得体”。再着说也就您这儿的人非要在尊重“自由”面前加一个前提。咱还是别聊什么尊不尊重自由吧，首先这辈子就没体会过这种东西…没见过的东西，你谈什么你有的选？  ,2023-05-01 15:52,139,8,3
和我婆婆聊天，怎么样，是不是就值得打钱[打工人]  [组图共3张] 原图,2023-06-17 09:55,220,8,26
:而且我始终不能理解，别的国家的女性过得很差，自己听到了是怎么得出幸福感的？这种心理我至今不理解。我只会觉得：炸了这个爹球，太欺负我们女人了！女人是一个整体的生态，不分种族和国籍的。别人受到落后的文化的压迫，我们东亚也受到本质是一样东西的压迫。你是怎么从中觉得自己还算不错的？我真的很怀疑这种大脑的构造到底哪里出现了问题？,2023-04-20 16:37,207,8,10
:我前男友从交往第一天就跟我说，我们互相不要看对方手机，他绝对不会看我的，希望我也可以尊重这种隐私和空间。分手后，他无缝对接，有没有提前出轨，我也不得而知，但是懒得计较，这种垃圾男人，同事聚餐就不接我电话，说想要一个沉浸式的聚餐，我猜无缝对接的也是同公司的同事吧，那天聚餐晚上我预感很强烈，因为他不让我去接他，明明我也在附近和朋友喝酒，那么近都不让我走路过去打个招呼，可能怕我的出现，让他的无缝对接对象看到生气吧，呵呵。我老公，就特好玩，刚认识就把手机密码，支付密码，任何密码都给我，说是全身心都给我，希望姐姐收留他的身心。还跟我说，从小学到现在谈过的对象、暧昧的对象、擦边的对象等等，以及来深圳聊骚过的对象，全盘托出，和我说，全是过去，全都不要了，他只想成为被我带回家的小狗，和银河一样。如果哪天他把手机屏幕扣在桌上，密码改了，我就知道，这男人不能要了。你要是改变了一些细节，那就是滚出我生活的节点。,2023-04-04 15:13,152,8,10
我是最近才醒悟过来，原来过去的我看什么都戴上那个缺爱小孩的滤镜，我永远停留在这个视角，也是一种执念。意识到以后，想要以成年女性的视角看世界，而不是让那个过去的小女孩一直霸占我久久不愿离开。  ,2023-01-04 14:59,50,8,1
拥有自己就像拥有了全世界。  ,2023-04-14 17:30,96,8,0
